Charstic_Name,Result_Value,Result_UOM_1,Rslt_Det_Cond1,Sample_Frac1,Analyical_Method,Method_Det_Limit,Result_Status,Comments_Txt,Lab_Accession,SubmittedTo_SEQ,Sample_Depth,Sample_Depth_UOM,Instream_Locaction,Sample_Type,Activity_Type,Activity_Name,Field_Activity_Date,Field_Activity_Time,STA_SEQ,Station_Name,Station_Type,Project_Name,Trip_Name,Location,State_Name,Municipality_Name,ADB_SegmentID1,SubBasin,Station_Long,Station_Lat,Station_Type_1,Org_Name_1,textbox24
Nitrite,0.009,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Chloride,106,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Calcium,21800,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Organic carbon,3.2,ppm,,,Total Organic Carbon by Combustion,"1.000 ppm - Estimated Detection Level, 0.500 ppm - Method Detection Level (MDL)",,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Turbidity,3.5,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Nitrogen,4.498,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.008 ppm - Method Detection Level (MDL)",,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Magnesium,5070,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Total suspended solids,6,ppm,,,Non-Filterable Residue - TSS,"5.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Orthophosphate,0.023,ppm,,,Phosphorus by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Ammonia-nitrogen,0.035,ppm,,,Ammonia Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Phosphorus,0.059,ppm,,,Total Phosphorus After Block Digestion,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Chloride,112.8,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Total solids,340,ppm,,,Total Residue,"41.000 ppm - Estimated Detection Level, 14.000 ppm - Method Detection Level (MDL)",,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
"Alkalinity, total",37,ppm,,,Alkalinity by Titration,"6.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Turbidity,4.1,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Nitrogen,4.466,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.008 ppm - Method Detection Level (MDL)",,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Total suspended solids,8,ppm,,,Non-Filterable Residue - TSS,"5.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Silica,9.986,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Nitrate,3.899,ppm,,,None,,,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
pH,7.9,None,,,pH,,,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,4.448,ppb,,,None,,,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Nitrate,3.861,ppm,,,None,,,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
pH,7.6,None,,,pH,,,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
pH,7.1,None,,,pH,,,,190273-001,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,7:45:00 AM,20127,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,In between Rt 72 and Waterbury Rd,Connecticut,BRISTOL,,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.969139,41.670147,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,4.466,ppb,,,None,,,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Nitrate,3.22,ppm,,,None,,,,190273-001,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,7:45:00 AM,20127,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,In between Rt 72 and Waterbury Rd,Connecticut,BRISTOL,,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.969139,41.670147,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,3.816,ppb,,,None,,,,190273-001,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,7:45:00 AM,20127,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,In between Rt 72 and Waterbury Rd,Connecticut,BRISTOL,,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.969139,41.670147,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.536,ppb,,,None,,,,190273-001,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,7:45:00 AM,20127,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,In between Rt 72 and Waterbury Rd,Connecticut,BRISTOL,,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.969139,41.670147,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.594,ppb,,,None,,,,190273-002,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.521,ppb,,,None,,,,190273-003,2,0.1,m,Center of Channel,discrete,Quality Control Sample-Field Replicate,Duplicate - Water Chemistry - QA / QC,7/19/2019,8:45:00 AM,14392,Pequabuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/19/19,adjacent USGS Gage upstream of Central Avenue,Connecticut,BRISTOL,CT4315-00_02,4315 - Pequabuck River - Farmington - Connecticut - Pequabuck River,-72.8977,41.6738,River/Stream,CESE,Total count:   480
Phosphorus,0.021,ppm,,,Total Phosphorus After Block Digestion,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-004,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/23/2019,10:45:00 AM,15274,Sargent River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/23/19,At Sperry Rd,Connecticut,WOODBRIDGE,CT5303-00_01,5303 - Sargent River - South Central Western Complex - South Central Coast - Sargent River,-72.988,41.384,River/Stream,CESE,Total count:   480
Inorganic nitrogen (nitrate and nitrite),0.022,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-004,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/23/2019,10:45:00 AM,15274,Sargent River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/23/19,At Sperry Rd,Connecticut,WOODBRIDGE,CT5303-00_01,5303 - Sargent River - South Central Western Complex - South Central Coast - Sargent River,-72.988,41.384,River/Stream,CESE,Total count:   480
Magnesium,1850,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190273-004,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/23/2019,10:45:00 AM,15274,Sargent River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/23/19,At Sperry Rd,Connecticut,WOODBRIDGE,CT5303-00_01,5303 - Sargent River - South Central Western Complex - South Central Coast - Sargent River,-72.988,41.384,River/Stream,CESE,Total count:   480
Silica,2.006,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-004,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/23/2019,10:45:00 AM,15274,Sargent River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/23/19,At Sperry Rd,Connecticut,WOODBRIDGE,CT5303-00_01,5303 - Sargent River - South Central Western Complex - South Central Coast - Sargent River,-72.988,41.384,River/Stream,CESE,Total count:   480
"Hardness, Ca, Mg",22.4,ppm,,,Hardness in Water by EDTA Titration,"0.700 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-004,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/23/2019,10:45:00 AM,15274,Sargent River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/23/19,At Sperry Rd,Connecticut,WOODBRIDGE,CT5303-00_01,5303 - Sargent River - South Central Western Complex - South Central Coast - Sargent River,-72.988,41.384,River/Stream,CESE,Total count:   480
Chloride,25,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-004,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/23/2019,10:45:00 AM,15274,Sargent River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/23/19,At Sperry Rd,Connecticut,WOODBRIDGE,CT5303-00_01,5303 - Sargent River - South Central Western Complex - South Central Coast - Sargent River,-72.988,41.384,River/Stream,CESE,Total count:   480
Nitrite,,ppm,Not Detected,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-004,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/23/2019,10:45:00 AM,15274,Sargent River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/23/19,At Sperry Rd,Connecticut,WOODBRIDGE,CT5303-00_01,5303 - Sargent River - South Central Western Complex - South Central Coast - Sargent River,-72.988,41.384,River/Stream,CESE,Total count:   480
Nitrite,0.003,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-005,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/23/2019,12:20:00 PM,18447,West River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/23/19,between Laurel ridge and alma drive at bend close to route 77,Connecticut,GUILFORD,5110,5110 - West River - South Central Eastern Complex - South Central Coast - West River,-72.7066,41.33116,River/Stream,CESE,Total count:   480
